Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,3,5,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S BUCKNER,39.16409502,-86.54457045
2015,3,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & LINCOLN,39.16864,-86.53125663
2015,3,5,Weekday,1500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,CURRY & STONE CARVER,0,0
2015,3,5,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,LEGACY & MOUNT TABOR,39.26170215,-86.62624977
2015,3,5,Weekday,1900,3+ Cars,No injury/unknown,RAN OFF ROAD RIGHT,BURMA,39.141616,-86.542032
2015,3,7,Weekend,300,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,1ST & GRANT,39.177776,-86.5296
2015,3,6,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,10TH & 45 46,0,0
2015,3,6,Weekday,700,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR45 & SR46,39.14511871,-86.57756805
2015,3,5,Weekday,1800,2-Car,No injury/unknown,,E GRAHAM,39.13994939,-86.53920947
2015,3,6,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FOX HOLLOW & SR37,39.28922813,-86.51836149
2015,3,3,Weekday,2000,Pedestrian,Non-incapacitating,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,W 7TH,39.168848,-86.55378253
2015,3,6,Weekday,700,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & WASHINGTON,39.15738031,-86.53243012
2015,3,6,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E RHORER & S WALNUT ST,39.12144,-86.526496
2015,3,6,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S ROGERS,39.16152,-86.538592
2015,3,6,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HENDERSON & WINSLOW,39.136144,-86.52662367
2015,3,4,Weekday,1800,Pedestrian,No injury/unknown,DISREGARD SIGNAL/REG SIGN,RITTER & SALE,39.232048,-86.627296
2015,3,6,Weekday,1400,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,13TH & INDIANA,39.175504,-86.527104
2015,3,6,Weekday,1600,1-Car,No injury/unknown,UNSAFE BACKING,EAST 3RD,39.16464,-86.5324
2015,3,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & SR37S,39.11664474,-86.5659002
2015,3,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & WOODLAWN,39.16438374,-86.52364965
2015,3,5,Weekday,2200,2-Car,No injury/unknown,,NORTH MAPLE & WEST 15TH,39.17664,-86.542096
2015,3,6,Weekend,2300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,39.16464,-86.5336
2015,3,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N DUNN & SR4546E,39.186352,-86.528496
2015,3,5,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FLATWOODS & SR46W,39.25347374,-86.65441007
2015,3,7,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N MADISON & W 17TH,39.178992,-86.537792
2015,3,7,Weekend,2000,2-Car,No injury/unknown,IMPROPER TURNING,SWAIN & THIRD,39.16425012,-86.51525996
2015,3,7,Weekend,2100,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT STREET,39.13656457,-86.52910857
2015,3,7,Weekend,1800,Cyclist,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N PETE ELLIS,39.16743,-86.495047
2015,3,1,Weekend,900,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & WAYPORT,39.25917759,-86.52426508
2015,3,1,Weekend,1100,Moped/Motorcycle,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT ST & WINSLOW,39.136144,-86.528688
2015,3,1,Weekend,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N GATES & W JONATHON,39.16876025,-86.57641969
2015,3,1,Weekend,1200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD,39.16548157,-86.4972763
2015,3,5,Weekday,1700,2-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E RHORER,39.12152,-86.51176139
2015,3,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,WALCOTT & WOODYARD,39.20263934,-86.60293007
2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,LIBERTY,39.145264,-86.577616
2015,3,1,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S,0,0
2015,3,1,Weekend,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S,0,0
2015,3,1,Weekend,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,11TH & BLAIR,39.173344,-86.543792
2015,3,2,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MOUNT TABOR & OLD DUTCH CHURCH,0,0
2015,3,3,Weekday,1200,2-Car,No injury/unknown,LEFT OF CENTER,CARMICHAEL & HOBBIEVILLE,0,0
2015,3,2,Weekday,1300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SMITH & STONEGATE,39.16115016,-86.48071981
2015,3,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MAYBURY & S LEONARD SPRINGS,39.21073468,-86.58259977
2015,3,2,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,KIRKWOOD & WALNUT,39.16664,-86.5336
2015,3,3,Weekday,2100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SOUTH ROCKPORT & WEST TAPP,39.136448,-86.548704
2015,3,2,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ISON ROAD & TOWER,39.104944,-86.61032
2015,3,3,Weekday,500,2-Car,No injury/unknown,,E 12TH & N WALNUT,39.174352,-86.533472
2015,3,2,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,S SWAIN,39.16410678,-86.51519608
2015,3,3,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,GIFFORD & KIRBY,39.15144,-86.610496
2015,3,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S LEONARD SPRINGS,39.142048,-86.582592
2015,3,3,Weekday,1400,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ALLEN & PATTERSON,39.15563017,-86.54330983
2015,3,3,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GATES & THIRD,0,0
2015,3,1,Weekday,2000,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.16424,-86.480688
2015,3,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH & SR46W,39.20979593,-86.58265377
2015,3,6,Weekday,1600,2-Car,Incapacitating,RAN OFF ROAD RIGHT,LEONARD SPRINGS & SR45W,39.1419316,-86.58281025
2015,4,2,Weekday,1600,Bus,Non-incapacitating,FOLLOWING TOO CLOSELY,GRIMES & HENDERSON,39.153392,-86.527008
2015,4,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,EAST 17TH,39.17906329,-86.5209221
2015,4,2,Weekday,1600,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD & LIBERTY,0,0
2015,4,2,Weekday,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,E 3RD & S WALNUT,39.16464,-86.5336
2015,4,7,Weekend,2100,2-Car,No injury/unknown,UNSAFE BACKING,DUNN & KIRKWOOD,39.16664,-86.528192
2015,4,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & COLLEGE,39.16144,-86.534848
2015,4,2,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,15TH & JACKSON,39.17664,-86.539712
2015,4,1,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,BALLANTINE & MAXWELL,39.13664481,-86.51891984
2015,4,2,Weekday,700,2-Car,No injury/unknown,IMPROPER TURNING,E KIRKWOOD,39.16677127,-86.54552653
2015,4,1,Weekend,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,LOST MAN & UNION VALLEY,0,0
2015,4,2,Weekday,2100,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,S CURRY & SR45E,39.142048,-86.582592
2015,4,3,Weekday,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N MT TABOR & W TABOR HILL,39.30579968,-86.63102638
2015,4,3,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,COUNTRY CLUB & ROGERS,39.14132106,-86.53826568
2015,4,3,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & STATE ROAD 45,39.25071158,-86.57777018
2015,4,5,Weekday,1200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,ANDERSON & OLD SR37,0,0
2015,4,3,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,2ND & WALKER,39.16143434,-86.54614523
2015,4,3,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N FEE & SR46E,39.18589032,-86.51897973
2015,4,3,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SO WOODSCREST,39.16132517,-86.50238335
2015,4,2,Weekday,1900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E KIRKWOOD & INDIANA,39.16664,-86.526896
2015,4,3,Weekday,1500,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,RANGE & SR45S,39.171504,-86.495312
2015,4,3,Weekday,2200,2-Car,No injury/unknown,,E 4TH,39.165648,-86.528144
2015,4,3,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,WEST 11TH,39.17344,-86.53033078
2015,4,4,Weekday,0,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,CLARIZZ & COVENANTER,39.15246986,-86.49045507
2015,4,4,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & S WASHINGTON,39.157536,-86.5324
2015,4,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EASTGATE & SR46E,39.17024,-86.501392
2015,4,4,Weekday,700,3+ Cars,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S LIBERTY & W 3RD,39.16461021,-86.57913006
2015,4,4,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & SR4546E,39.164448,-86.471888
2015,4,4,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E BETHEL & SR45E,39.21281905,-86.45958909
2015,4,4,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E BLUE RIDGE & N WALNUT,39.196848,-86.5344
2015,4,4,Weekday,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,E UNIVERSITY & S HENDERSON,39.16038975,-86.52718976
2015,4,4,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & FAIRVIEW,39.164272,-86.5408
2015,4,5,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S BANTA & W COUNTRY CLUB,39.136304,-86.544592
2015,4,5,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S ADAMS & W TAPP,0,0
2015,4,2,Weekday,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COX & SR45W,39.21952997,-86.4451502
2015,4,3,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,SR37 & VICTOR,39.105552,-86.551104
2015,4,5,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W 3RD,39.228944,-86.627504
2015,4,5,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,6TH & GRANT,39.16767469,-86.53145944
2015,4,5,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S HENDERSON & S WALNUT ST,39.133744,-86.526896
2015,4,5,Weekday,1500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,17TH & FEE,39.178928,-86.518992
2015,4,5,Weekday,1500,1-Car,No injury/unknown,UNSAFE SPEED,RANGE & SR 46,0,0
2015,4,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HAWTHORNE,39.16309007,-86.52020998
2015,4,5,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & SR4546E,39.164448,-86.471888
2015,4,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LONGVIEW & PETE ELLIS,39.166944,-86.495056
2015,4,5,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,3RD & JORDAN,39.16425613,-86.51640058
2015,4,2,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RUSH RIDGE & SR446S,39.08251493,-86.4199346
2015,4,5,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,EAST DILLMAN & SOUTH OLD STATE ROAD 37,39.092944,-86.544
2015,4,1,Weekend,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BAYWOOD & SOUTH ROGERS,39.11371503,-86.53948031
2015,4,5,Weekday,1800,2-Car,No injury/unknown,IMPROPER TURNING,E 17TH,39.17896,-86.521088
2015,4,6,Weekday,200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N WALNUT & W 7TH,39.16864,-86.533568
2015,4,6,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,HIGH & HILLSIDE,39.150544,-86.508288
2015,4,6,Weekday,800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N MILO B SAMPSON & SR46,39.18907166,-86.52171325
2015,4,6,Weekday,800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,200 BLK N COLLEGE & 6TH,39.16902128,-86.534784
2015,4,6,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,N COLLEGE & W 6TH,39.167648,-86.534784
2015,4,6,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,4TH & WALNUT,39.165648,-86.5336
2015,4,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,S SWAIN,39.16410678,-86.51519608
2015,4,6,Weekday,700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,2ND & ADAMS,39.16037969,-86.55083008
2015,4,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S ROSE,39.164352,-86.510944
2015,4,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,NORTH KINSER & WEST GOURLEY,39.185392,-86.537856
2015,4,6,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,15TH & GRANT,39.1770104,-86.5296
2015,4,6,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & KINGSTON,39.16424,-86.492944
2015,4,6,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NORTH WALNUT & WEST 17TH,39.178944,-86.533392
2015,4,6,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,4TH & BRYAN,39.165696,-86.508208
2015,4,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & HIGHLAND,0,0
2015,4,6,Weekday,1400,1-Car,No injury/unknown,UNSAFE BACKING,W SMITH,39.16299853,-86.53885649
2015,4,4,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,15TH & NORTH COLLEGE,39.15944,-86.53488
2015,4,6,Weekend,2100,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,39.16424,-86.4984
2015,4,7,Weekend,2300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16444703,-86.52575968
2015,4,7,Weekend,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & WOODLAWN,39.171632,-86.523536
2015,4,6,Weekend,1900,2-Car,No injury/unknown,UNSAFE BACKING,N WALNUT,39.232544,-86.540704
2015,4,7,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & SR46S,39.17227292,-86.5024615
2015,4,6,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E UNIVERSITY & S HENDERSON,39.16032,-86.527136
2015,4,7,Weekend,100,2-Car,No injury/unknown,IMPROPER TURNING,8TH & ELM,39.169632,-86.5452
2015,4,7,Weekend,1100,2-Car,No injury/unknown,IMPROPER TURNING,E 14TH & N WALNUT,39.175952,-86.53344
2015,4,7,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,13TH & INDIANA,39.175504,-86.527104
2015,4,7,Weekend,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,6TH & ROGERS,39.16768,-86.538592
2015,4,7,Weekend,1700,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ATWATER & HENDERSON,39.16313969,-86.52727022
2015,4,7,Weekend,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & SR46N,39.167648,-86.500096
2015,4,6,Weekend,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S OLD STATE ROAD 37 & W CEDAR BLUFF,39.042144,-86.5412
2015,4,6,Weekday,1600,1-Car,Fatal,RAN OFF ROAD RIGHT,DUNCAN & W LEONARD SPRINGS,39.122352,-86.5964
2015,4,7,Weekend,1500,2-Car,Fatal,RAN OFF ROAD RIGHT,KIRBY & W ST RD 48,39.05918475,-86.61081969
2015,4,7,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & WALNUT,39.170544,-86.533536
2015,3,2,Weekday,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RICHLAND PLAZA & SR46W,39.21649933,-86.59526824
2015,4,6,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ARLINGTON & SR46W,39.20813215,-86.57812268
2015,4,1,Weekend,0,2-Car,Non-incapacitating,,E GRANDVIEW & N SMITH,39.168848,-86.481296
2015,4,7,Weekend,500,1-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W,39.125312,-86.610496
2015,4,1,Weekend,400,2-Car,Incapacitating,DRIVER ASLEEP OR FATIGUED,E 3RD & S WALNUT,39.16464,-86.5336
2015,4,7,Weekend,1200,2-Car,No injury/unknown,LEFT OF CENTER,ALLENS CREEK & SR446S,38.97667209,-86.4416809
2015,4,1,Weekend,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,E 7TH & N DUNN,39.16864,-86.528224
2015,4,1,Weekend,100,2-Car,No injury/unknown,,S DOLIMAH,0,0
2015,4,7,Weekend,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N JORDAN,39.171552,-86.515728
2015,1,1,Weekend,1300,2-Car,Incapacitating,UNSAFE SPEED,SR37 & VERNAL,39.17599001,-86.56318363
2015,1,3,Weekday,900,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,COUNTRY CLUB & S ROGERS,39.13608,-86.538096
2015,1,3,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & INDIANA,39.169616,-86.52696
2015,1,3,Weekday,1000,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,7TH & WOODLAWN,39.16864,-86.523392
2015,1,1,Weekend,600,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,GETTYS CREEK & SR46E,39.162864,-86.414432
2015,1,1,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNCAN & SR45W,39.13504,-86.596192
2015,1,3,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,EAST KIRKWOOD,39.16664,-86.52798041
2015,1,3,Weekday,1000,Pedestrian,Incapacitating,PEDESTRIAN ACTION,17TH & N WALNUT,39.178944,-86.533392
2015,1,3,Weekday,700,2-Car,Incapacitating,LEFT OF CENTER,ANNALEE & W BLOOMFIELD,39.15810156,-86.55750275
2015,1,2,Weekday,1700,3+ Cars,No injury/unknown,UNSAFE SPEED,SR37S & VERNAL,39.17896726,-86.55952979
2015,1,3,Weekday,2100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ROCKPORT & TAPP,39.136448,-86.548704
2015,1,3,Weekday,2000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37S & SR45E,39.232688,-86.623056
2015,1,3,Weekday,1600,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,HARTSTRAIGHT & SR46W,39.20619965,-86.61134338
2015,1,1,Weekend,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NORTH DUNN & OLD STATE ROAD 37 NORTH,39.20801975,-86.52872428
2015,1,6,Weekday,700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR37N & W 3RD,39.16747214,-86.57272682
2015,1,2,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SISCOE & SR46W,39.27146912,-86.67021209
2015,1,4,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & COLLEGE,39.168656,-86.534784
2015,1,4,Weekday,800,Bus,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S WALNUT & WINSLOW,39.136144,-86.528688
2015,1,4,Weekday,1100,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,2ND & HIGHLAND,39.16105025,-86.51772022
2015,1,3,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N OLD ST RD 37 & N WALNUT,39.18336019,-86.53415009
2015,1,4,Weekday,1100,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OLD SR 37 & WALNUT,39.20704,-86.534704
2015,1,4,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH & SR46E,39.210144,-86.5832
2015,1,3,Weekday,1200,2-Car,No injury/unknown,,E 10TH & HILLTOP,39.1730517,-86.5041985
2015,1,4,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,COVENANTER & S COLLEGE MALL,39.155152,-86.497888
2015,1,4,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ADAMS & ALLEN,39.155943,-86.55112098
2015,1,4,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,E 16TH & N LINCOLN,39.177792,-86.530864
2015,1,5,Weekday,600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N SMITH,39.172752,-86.482288
2015,1,3,Weekday,2100,2-Car,No injury/unknown,UNSAFE BACKING,NORTH PACKINGHOUSE,0,0
2015,1,4,Weekday,1300,1-Car,No injury/unknown,UNSAFE SPEED,BETHEL & STIDD,39.21424702,-86.47831157
2015,1,3,Weekday,700,2-Car,No injury/unknown,IMPROPER TURNING,S LEONARD SPRINGS ROAD & SR45,39.142048,-86.582592
2015,1,5,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,TENTH & WOODLAWN,39.17162998,-86.52351778
2015,1,5,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,S WALNUT & SMITH,39.162848,-86.5336
2015,1,5,Weekday,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH & SR46E,39.171648,-86.502096
2015,1,6,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CURRY & SR46E,39.15835953,-86.58274637
2015,1,5,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,11TH & INDIANA,39.17344,-86.527056
2015,1,5,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,11TH & INDIANA,39.17344,-86.527056
2015,1,4,Weekday,1800,1-Car,No injury/unknown,UNSAFE BACKING,EAST THIRD,0,0
2015,1,5,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & WALNUT,39.171744,-86.53352
2015,1,4,Weekday,1800,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SOUTH ROCKPORT & WEST TAPP,39.136448,-86.548704
2015,1,5,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,INDIANA & THIRTEENTH,39.17524746,-86.52701896
2015,1,5,Weekday,1900,2-Car,No injury/unknown,IMPROPER LANE USAGE,COLLEGE & DODDS,39.157568,-86.534896
2015,1,5,Weekday,2100,1-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N WALNUT,39.16880751,-86.53356506
2015,1,3,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BRUMMETTS CREEK & SR45E,39.22039032,-86.41104355
2015,1,6,Weekday,1000,2-Car,No injury/unknown,,ATWATER & S DUNN,39.164448,-86.528096
2015,1,6,Weekday,700,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37 & SR45W,39.30670166,-86.51615394
2015,1,5,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,E 17TH,39.17896,-86.521088
2015,1,6,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W 2ND,39.16153611,-86.53976784
2015,1,6,Weekday,1500,2-Car,No injury/unknown,UNSAFE SPEED,EAST 3RD & SOUTH COLLRGE MALL,39.16424006,-86.49827018
2015,1,5,Weekday,2000,2-Car,No injury/unknown,IMPROPER TURNING,FEE & JORDAN,39.18384,-86.5192
2015,1,6,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,E 10TH,39.171648,-86.50435515
2015,1,6,Weekday,1700,2-Car,Non-incapacitating,IMPROPER LANE USAGE,3RD & SWAIN,39.16425012,-86.51525996
2015,1,6,Weekend,2200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & WALNUT,39.16464,-86.5336
2015,1,7,Weekend,800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N MADISON & W 17TH,39.178992,-86.537792
2015,1,7,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH LEONARD SPRINGS & W FOWLER,39.100752,-86.593504
2015,1,7,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GATES & JACOB,39.16562006,-86.57599993
2015,1,7,Weekend,1000,2-Car,No injury/unknown,UNSAFE BACKING,ATWATER & FACULTY,39.16310246,-86.52108721
2015,1,7,Weekend,1100,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E ATWATER,39.16315913,-86.52214653
